model,year,trivia,bore/stroke,unitary displacement,total displacement,compression ratio,maximum power,power per litre,maximum torque,valve actuation,fuel feed,ignition,lubrication,clutch,frame,front suspension,rear suspension,brakes,transmission,steering,fuel tank,front tyres,rear tyres,type,length,width,height,wheelbase,front track,rear track,weight,top speed,acceleration 0-100,0-400,0-1000,motore,urban test cycle (homologation 4-1993 with precedent testethod),motorway at 90 (homologation 4-1993 with precedent testethod),motorway at 120 (homologation 4-1993 with precedent testethod),"urban test cycle ece (version ""euro 2"")","extra urban test cycle eudc (version ""euro 2"")","consumption ece+eudc (version ""euro 2"")","co2 emissions combined (version ""euro 2"")","urban test cycle ece (version ""euro 3"")","extra urban test cycle eudc (version ""euro 3"")","consumption ece+eudc (version ""euro 3"")","co2 emissions combined (version ""euro 3"")","urban test cycle ece (versione ""euro 3"")","extra urban test cycle eudc (versione ""euro 3"")","consumption ece+eudc (versione ""euro 3"")","co2 emissions combined (versione ""euro 3"")",urban test cycle ece,extra urban test cycle eudc,consumption ece+eudc,co2 emissions combined,overall length,overall width,front overhang,rear overhang,dry weight,kerb weight,boot (trunk) capacity,fuel tank capacity,weight distribution,unit displacement,specific power,dry weight/power,transmission and gearbox,electronic controls,front,rear,maximum speed,0-100 (0-62ph),manual gearbox: 0-400,manual gearbox: 0-1000,f1 gearbox: 0-400,f1 gearbox: 0-1000,combined,*,**,gearbox,maximum power*,maximum revs perinute,specific output,suspension,0-200 (0-124ph),engine intake with twin ø,chassis,overall lenght,height 4,ful tank capacity,weight/power ratio,overall displacement,maximum power**,0-100,0-1.000,cst with f1-trac system,tptms,rear:,combined (ece+eudc)*,front (option),rear (option),overall lenght (in),overall width (in),height (in),wheelbase (in),front track (in),rear track (in),dry wheight* (lb),kerb weight* (lb),fuel tank capacity (gal),boot (trunk) capacity (cu ft),front (in),rear (in),cst with f1-trac,bore and stroke (in),unit displacement (cu in),total displacement (cu in),maximum speed (mph),0-62ph (s),0-1.000 (s),weight/power ratio (lb/cv),combined* (ece+eudc) (l/100 km),combined* (ece+eudc) (g/km),specific power output,weight distribution fr/r,fuel consumption***,emissions***,electronics,***,dry weight*,kerb weight*,boot capacity,bore and stroke,maximum torque**,f1,scm,combined ece*,front (winter),"rear (winter, can be used w/ chain)",0-62ph,0-124ph,suspensions,dry wheight,maximum engine speed,fiorano lap time,rear winter,0-62ph (0-100),0-124ph (0-200),dry weight/power ratio,fuel consumption (europeanarket version),co2 emission (europeanarket version),rear bench capacity,0-437 yd (0-400),0-1093 yd (0-1000),62-0ph (100-0),124-0ph (200-0),co2 emissions ***,7 gears f1 dual clutch transmission,"e-diff3, f1-trac, high performance abs with ferrari pre-fill","rear (winter, can be used with chains)",total capacity,maximum power **,maximum revs,esc,high-performance abs/ebd,f1-trac,e-diff 3,scm-e with dual coil,0-200,"** engine power is expressed in kw, in accordance with",totalaximum power,totalaximum torque,v12aximum power*,v12aximum torque,electricotor output,co2 emissions,0-300,7-speed dct,high perf abs/ebd,ef1-trac,scm-e frs,aerodynamics,maximum revs (limiter),"esc, high performance abs/ebd, f1-trac, e-diff, scc, frd scm-e",7-speed f1 dual-clutch transmission,fuel consumption,high performance abs/ebd distribution,ssc,frs scm-e,0-400m (0-437 yd),0-1000m (0-1093 yd),100 - 0 (62 – 0ph),200 – 0 (124 – 0 kph),co2 emissions***,maximum torque*,dry weight**,kerb weight**,front (opt),rear (opt),cst with f1 trac system (control for stability and traction),maximum revs perinute (limiter),"rear (winter, can be used with chain)",7-speed f1 dual-clutch gearbox,62-0ph,124-0ph,high performance abs/ebd,f1 trac,maximum power *,maximum torque *,kerb weight **,dry weight **,"e-diff3, f1-trac, abs/ebd performance with ferrari pre-fill, frs scm-e, ssc",0-400m,0-1000m,low,mid,high,extra high,7-speed f1 dual-clutch,bore stroke,"e-diff3, f1-trac, high-performance abs with ferrari pre-fill, frs scm-e, ssc",0 – 100,0 – 200,0 – 400,0 – 1000,maximum power output*,max. revs,0-100 km/h,4rm evo/4ws/ 7-speed f1 dct/ e-diff,"ssc4/ cst with f1 trac, esp",9.0 premium with abs evo/scm - e,0 - 100,0 - 200,100 - 0,200 - 0,max. power output*,max. engine speed,"f1 dual-clutch transmission, 7-speed","esp, esc, with f1-trac, e-diff 3, scm- 					e with twin solenoid",100-0,max. torque*,f1 seven-speed dual-clutch transmission,"e-diff3, f1-trac, abs/high performance ebd with ferrari pre-fill, frs scm-e, fde, ssc 6.0",0-200 km/h,100-0 km/h,200-0 km/h,max. speed,f1 7-speed dual-clutch gearbox,"e-diff3, f1-trac, high performance abs/ebd with ferrari pre-fill, frs scm-e, ssc with fde"
430 Scuderia,2007,"Michael Schumacher spent a lot of time testing the 430 Scuderia when it was being developed, carefully applying the method that made him unique on the racetrack for many years.",3.26x3.19 in,,263 cu in,11.88.1,"375,4 kW (510 CV) at 8500 rpm",,470 Nm (346.67 lbft) at 5250 rpm,,,,,,,,,,,,,,,90° V8,,,,102.4 in,65.7 in,63.6 in,,,,,20.9 s,,,,,,,,,,,,,,,,,,,,,177.6 in,75.7 in,,,2775 lb*,2975 lb*,8.83 cu ft,25.1 US gal (20.9 UK gal),43%/57% front/rear,,"118,4 CV/l",,"F1, 6-gears + Reverse",CST: Stability and Traction Control with new traction control logic F1-Trac integrated with thenelectronic differential (E-Diff),235/35 19”,285/35 19”,198 mph,in less than 3.6 s,,,,,360 g/km*,European market version,,,,8640 rpm (with limiter),,,in less than 11.6 s,,,,47.2 in,front 15.6x1.4 in/rear 13.7x1.3 in,5.4 lb/CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrari California,2008,The Ferrari California  satisfies even the most demanding of owners in term of its superb vehicle dynamics and driving pleasure.,"94 x 77,4 cc",,,"12,2:1",,,485 Nm (49 kgm) at 5000 rpm **,,,,,,,,,,,,,,,90° V8 with direct fuel injection,,,1308 mm,2670 mm,1630 mm,1605 mm,,,,12.2 s,,,,,,,,,,,,,,,,,,,,,,4563 mm,1902 mm,,,1630 kg,1735 kg,340 l - 240 roof closed,78 l,47% Front - 53% Rear,,,,,,"245/40 ZR19""","285/40 ZR19""",310 km/h,,,,,,,Europe version,,,,,,,,,,,,,,4297 cc,338 kW (460 CV) at 7750 rpm **,4.0 s,22.1 s,Control for stability and traction,Tyres Pressure and Temperature Monitoring System,Multilink,305.6 g/km,"245/35 ZR20""","285/35 ZR20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scuderia Spider 16M,2008,Celebrating the win of the 2008 formula 1 constructor’s world title this car bears the name Scuderia Spider 16M. The Scuderia Spider 16M combines the 430 Scuderia’s innovative content with the pleasure of driving the open F430 Spider.,,,,"11,9:1","375,4 kW (510 CV) at 8.500 rpm",,"470 Nm (346,7 lbft) at 5.250 rpm",,,,,,,,,,,,,,,90° V8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43% F - 57% R,,,,,,double wishbone,double wishbone,,,,,,,,European Market version,,F1 Superfast - 6 gears + Reverse,,,,,,,,,,,,,,,,,,,,,,177.6,75.7,47.9,102.4,65.7,63.6,"2,954","3,175",25.1 US/gal (20.9 UK/gal),8.83,15.6 x 1.4 - 6 pistons,13.7 x 1.3 - 4 pistons,Control for stability and traction,"3,26 x 3,19",32.84,263,196,3.7,21.1,"5,8",15.7,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrari 458 Italia,2009,The Ferrari 458 Italia has garnered over 30 international awards in its career. It added two further plaudits to that collection at the International Engine of the Year Awards when its V8 was voted “Best Performance Engine” and “Best Engine Above 4 Litres”. The success being enjoyed by the 458 Italia with both critics and public alike crosses all borders,,,274.4 cu in (4497 cc),12.5:1,419 kW (570 CV)** @ 9000 rpm,,398 lbs/ft  (540 Nm) @ 6000 rpm,,,,,,,,,,,,,,,V8 – 90°,,,47.8 in (1213 mm),104.3 in  (2650 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2 in (4527 mm),76.3 in  (1937 mm),,,3042 lbs  (1380 kg)*,,,,,,,,,,235/35 ZR20 8.5”,295/35 ZR20 10.5”,>202 mph  (>325 km/h),,,,,,,With forged wheels and Racing seats,Including 5 CV of ram effect,"Dual-clutch, 7-speed F1",,,,,,,,,,,"7.16 lbs/kW  (2,42 kg/CV)",,,<3.4 s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 CV/l,42%/58%,13.3/100 km,307 g CO2/km,"E-Diff3, F1-Trac, high-performance ABS",Combined cycle (ECE+EUDC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA APERTA,2010,This is a special series model of which a strictly limited number of just 80 will be built. All have already been sold. Ferrari chose to build 80 SA Apertas in celebration of Pininfarina’s 80th anniversary. The SA nomenclature also pays homage to both Sergio and Andrea Pininfarina whose company and work have been linked to the most successful road-going cars ever built at Maranello.,,,5999 cm3 (366.08 cu in),"11,9:1",,,,,,,,,,,,,,,,,,65° V12,,,1300 mm (51.2 in),2750 mm (108.3 in),1680 mm (66.1 in),1640 mm (64.6 in),,325 km/h (202 mph),,,,,,,,,,,,,,,,,,,,,,,,4700 mm (185.0 in),1962 mm (77.2 in),,,,,,105 l (27.7 US gal – 23.1 UK gal),47% fr – 53% r,499.9 cm3 (30.51 cu in),,,,,398 x 36 mm (15.7 x 1.4 in),360 x 32 mm (14.2 x 1.3 in),,3.6 sec,,,,,,European market version,"Engine power is quoted in kW, in accordance with the International System of Units (SI) and in CV for reasons of homogeneity.",,,,,,,,,,,,,,493 kW (670 CV) at 8250 rpm,,,Control for stability and traction,Tyres Pressure and Temperature Monitoring System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595 kg (3516.4 lb),1705 kg (3758.9 lb),350 l (12.4 cu ft),92.0 x 75.2 mm (3.62 x 2.96 in),620 Nm (63 kgm – 457 lbft) at 6500 rpm,6-speed + reverse,Magnetorheological damping control,411 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458 Challenge,2010,"Following in the footsteps of the 348, the 355, the 360 and the F430, the 458 Challenge  is the fifth model fielded by Ferrari for the one-make Ferrari Challenge Trofeo Pirelli championship it organises for its sportier clients.",3.7 x 3.2 in,,274.5 cu in,12.5:1,570 CV** at 9000 rpm,,540 Nm at 6000 rpm,,,,,,,,,,,,,,,V8 - 90°,,,45.8 in,104.3 in,66.6 in,63.6 in,,,,,,,,,,,,,,,,,,,,,,,,,,178.2 in,76.3 in,,,2689.6 lb*,,,24.8 lmp gal / 29.8 US gal,,,,,,,15.7 x 1.5 in,15 x 1.34 in,,,,,,,,With drivers’ side Racing seat and asymmetric roll cage,Includes 5 CV from ram-effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599 GTO,2010,"Many of the cutting-edge solutions sported by the 599 GTO are also the product of the Maranello engineers’ experience in the development of the 599XX, the prototype experimental car of which, as its legendary moniker suggests, the 599 GTO is the road-homologated version.",,,366.08 cu in,11.9:1,,,620 Nm (457 lbft) at 6500 rpm,,,,,,,,,,,,,,,65° V12,,,"52,2 in","108,3 in","67,0 in","63,7 in",,,,,,,,,,,,,,,,,,,,,,,,,,"185,4 in",77.2 in,,,,,"11,3 cu ft",27.7 US gal (23.1 UK/gal),47% Front - 53% Rear,30.51 cu in,,,,,15.7 x 1.5 in,14.2 x 1.3 in,over 208 mph,,,,,,,European market version,"Engine power is expressed in kW, in accordance with the International System of Units (SI) and in CV for reasons of homogeneity. The horse power (hp) can be calculated as follows: 1 kW = 1.34 hp",F1; 6 gears + Reverse,,,,,,,,,,,,,493 kW (670 CV) at 8250 giri/min,,,Control for stability and traction,Tyres Pressure and Temperature Monitoring System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3295,9 lb","3538,4 lb",,3.62 x 2.96 in,,,,411 g/km,"255/35 R20""","305/35 ZR20""",3.35 sec,9.8 sec,SCM 2 Magnetoreological damping Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599XX,2010,"The Ferrari 599XX is the first ever production-derived sports car to break the 7-minute barrier on the classic 20.832 km Nordschleife circuit, lapping in 6 min 58.16 sec.",,,5999 cm3,,537 kW (730 CV),,686 Nm (70 kgm),,,,,,,,,2° Generation Racing Carbon-Ceramic Materials,,,,,,V12 - 65°,,,1283 mm,2750 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787 mm,1972 mm,,,,,,90 l,7% Front - 53% Rear,"499,9 cm3",,,,,19 x 11J,19 x 12J,,,,,,,,,,F1; 6 gears + Reverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92 x 75,2 mm",,,,,,,,,SCM Magnetoreological damping Control 2° Generation,1345 kg,9000 Rpm,1 min 16 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF,2011,"A four-seater that utterly changes the whole GT sports car concept, hailing nothing short of a revolution in the automotive world. Even the most cursory glance at the FF’s sleek, Pininfarina-penned super model profile will tell you that. Drive it - anywhere, any time, in any weather or road conditions – and you’ll know why it’s so radical. It may be a car that has elegance, beauty and art in its soul, but there’s much, much more to the FF than sophisticated allure. It was, in fact, designed specifically to tackle the toughest, most complex and ambitious of driving challenges. The kind of challenges that the most uncompromising and discerning drivers will want to set it.",,,382.13 cu in (6262 cc),12.3:1,,,683 Nm - 504 lbft( 70 kg)m at 6.000 rpm,,,,,,,,,,,,,,,V12 - 65°,193.2 in (4907 mm),76.9 in (1953 mm),54.3 in (1379 mm),117.7 in (2990 mm),66.0 in (1676 mm),65.4 in (1660 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 US gal - 20 UK gal (91 litri),47% front - 53% rear,,,,,,15.7 x 1.5 in (398 mm x 38 mm),14.2 x 1.26 in (360 mm x 32 mm),208 mph (335 km/h),,,,,,,European market version,"Engine power is expressed in kW, in accordance with the International System of Units (SI) and in CV for reasons of homogeneity. The horse power (hp) can be calculated as follows: 1",,,8000 rpm,77 kW/litre - 105 CV/litre,,,,,,,,,,486 kW - 660 CV at 8.000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combined cycle with HELE system (ECE+EUDC),3946 lb (1790 kg),4145 lb (1880 kg),15.9 cu ft (450 l),"3.70 x 2.96 in (94 mm x 75,2 mm)",,,,,,,,,,,,,"285/35 ZR20 10.5 J x 20""",114.8 ft (35 m),11 sec,2.7 kg/CV,15.4 l/100km,360 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458 Spider,2011,The 458 Spider is the first car ever to combine a mid-rear engine with a retractable folding hard top that delivers both unprecedented in-cabin comfort when closed and unparalleled Spider performance.,,,274.4 cu in (4497 cm³),12.5:1,419 kW (570 CV)** @ 9000 rpm,,398 lbf ft (540Nm) @ 6000 rpm,,,,,,,,,,,,,,,V8 - 90° - Direct Injection - Dry Sump,,,47.7 in (1211 mm),104.3 in (2650 mm),65.8 in (1672 mm),63.2 in (1606 mm),,,,,,,,,,,,,,,,,,,,,,,,,,178.2 in (4527 mm),76.3 in (1937 mm),,,,,,22.7 US gallon - 4.2 US gallon reserve (86 l - 16 l riserve),42% front - 58% rear,,,,,,15.7 x 8.8 x 1.4 in - isoF142  (398 x 223 x 36 mm - isoF142),14.2 x 9.2 x 1.3 in - isoF142 (360 x 233 x 32 mm - isoF142),199 mph (320 km/h),,,,,,,With Forged Rims and Racing Seat,Included 3.7 kW by dinamic over pressure,,,9000 rpm,1.53 kW/cu in (127 CV/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9 mpg (11.8 l/100 km),,,Combined cycle with HELE system (ECE+EUDC),3153 lbf (1430 kgf),3384 lbf (1535 kgf),8.12 cu ft (230 l),3.7 x 3.2 in (94 x 81 mm),,,,,,,,,,,,85.5 s,,< 3.4 s,< 10.8 s,7.53 lbf/kW (2.51 kgf/CV),,,2.05 cu ft (58 l),11.4 s,20.5 s,107.6 ft (32.8 m),421.6 ft (128.5 m),0.442 kgCO2/mile (275 g CO2/km),-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrari California 30,2012,"Having enjoyed worldwide success throughout its career, this evolution of the Ferrari California is characterised by the number 30.","3.70 x 3.05 in (94 x 77,4 mm)",,262.22 cu in (4297 cm3),"12,2:1",,,505 Nm (372 lbft) at 5000 rpm **,,,,,,,,,,,,,,,90° V8 with direct fuel injection,,,52.0 in (1322 mm),105.1 in (2670 mm),64.2 in (1630 mm),63.2 in (1605 mm),,,,12 s,,,,,,,,,,,,,,,,,,,,,,179.6 in (4562 mm),75.1 in (1909 mm),,,3593 lb (1630 kg),3825 lb (1735 kg),"12 cu ft, 8.5 cu ft - roof closed (340 l - 240 roof closed)",20.6 US gal - 17.3 UK/gal (78 l),47% Front - 53% Rear,32.75 cu in (537 cm3),,,,,"245/40 ZR19""","285/40 ZR19""",194 mph (312 km/h)),,,,,,,Europe version,With 98 octane-rated petrol,,,,,,,,,,,,,,360 kW (490 CV) at 7750 rpm **,,21.8 s,,,Multilink,299 g/km,"245/35 ZR20""","285/35 ZR20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,under 4s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F12berlinetta,2012,"The F12berlinetta’s 200-bar, direct-injection 6262 cc 65° V12 delivers absolutely unprecedented performance for a naturally aspirated 12-cylinder engine in terms of both power and revs.","3.7 x 2.96 in (94 x 75,2 mm)",,,13.5:1,,,690 Nm at 6000 rpm,,,,,,,,,,,,24.3 US gal - 20.2 UK/gal (92 l),,,65° V12,"181,8 in (4618 mm)","76,5 in (1942 mm)","50,1 in (1273 mm)","107,1 in (2720 mm)","65,6 in (1665 mm)","63,7 in (1618 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46% front, 54% rear",,,,,,"15,7 x 8,8 x 1,5 inch (398 x 223 x 38 mm)","14,2 x 9,2 x 1,3 inch (360 x 233 x 32 mm)",over 211 mph (340 km/h),,,,,,350 g/km,,,,,,,,,,,,,,,,,3.1 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88 KW/ cu in (118 CV/l),,,,,,"3362,0 lb (1525 kg)","3593,5 lb (1630 Kg)",,,,,,,255/35 ZR 20 9.5J,,,,,,,,,,,,,,,,,,,,,,305/35 ZR 20 11.5J,382.13 cu in (6262 cc),545 kW (740 CV) at 8250 rpm,8700 rpm,Electronic Stability Control,High performance Antilock Braking System/Electronic Brakeforce Distribution,F1 traction control,Third Generation of Electronic differential,(magnetorheological suspension control with dual coil system),8.5 sec,the International System of Units (SI) and in CV (1KW= 1.3596216 CV). With dynamic overboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaFerrari,2013,"It boasts the most extreme performance ever achieved by a Ferrari production car and features the most advanced and innovative technical solutions which will, in the future, filter down to the rest of the Ferrari range. The LaFerrari is Ferrari’s first ever production car to be equipped with the F1-derived hybrid solution – the HY-KERS system – which combines an electric motor producing over 150 CV with the most powerful incarnation yet of Ferrari’s classic V12, with 800 CV at 9000 rpm.",,,6262 cc,13.5:1,,,,,,,,,,,,,,,,,,65-deg. V12,4702 mm,1992 mm,1116 mm,2650 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41% fr, 59% r",,128 CV/l,,,,380 x 253 x 34 mm,398 x 223 x 36 mm,>350  km/h,,,,,,,with dynamic ram effect,,,,,,,,,,,,,,,,<3  sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94 x 75,2 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250  rpm,stability control,,,third generation electronic differential,,<7 sec,,963  CV,>900  Nm,800  CV @9000 rpm,700 Nm @6750 rpm,120  Kw,330  g/km,15 sec,,Performance anti blockage system/electronic brake balance,F1 electronic traction control integrated with the hybrid system,magnetorheological damping with twin solenoids (Al-Ni tube),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458 Speciale,2013,"As with all Ferrari special series, the 458 Speciale boasts an array of advanced technical solutions that make it a completely unique model designed for owners looking for an even more focused sports car offering extreme driving emotions.",,,,14:1,,,540 Nm at 6000 rpm,,,,,,,,,,,,,,,V8 - 90°,4571 mm,1951 mm,1203 mm,2650 mm,1679 mm,1632 mm,,,,10.7 sec,19.4 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,86 l,"42% front, 58% rear",,,,,,398x223x36 mm,360x233x32 mm,>325 km/h,,,,,,,With optional equipment,Including 3.7 kW by ram effect,,,,,,,,,,,,2.13 kg/cv,4497 cc,445 kW (605 cv) at 9000 rpm,3.0 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 cv/l,,,,,,1290 kg,1395 kg,,94 x 81 mm (3.7 x 3.2 in),,,,,,,,,,,,1'23''5,,,,,,,,,,,,,,,,,,,,,,,,9.1 sec,,,,,,,275 gr/km,,,,,,,9000 rpm,,,11.8 l/100 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458 Speciale A,2014,The 458 Speciale A (A as in Aperta) limited edition special series is a celebration of the dazzling success of the various versions of the 458.,,,,14.0:1,,,540 Nm (398 lb ft) at 6000 rpm,,,,,,,,,,,,,,,7-speed F1 dual-clutch transmission,4571 mm (180.0 in),1951 mm (76.8 in),1204 mm (47.4 in),2650 mm (104.3 in),1679 mm (66.1 in),1632 mm (64.3 in),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86 l (22 US gallon 18 UK gallon),"42% front, 58% rear",,,,,,398x223x36 mm (15.7 x 8.8 x 1.4 in),360x233x32 mm (14.2 x 9.2 x 1.3 in),320 km/h (199 mph),3.0 sec,,,,,,With optional equipment,Including 3.7 kW by ram effect,,,,,,9.5 sec,,,,,,"2.21 kg/cv (4,46 lb/kW)",4497 cm3 (274.4 cu in),445 kW (605 cv) at 9000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 cv/l (1.62 kW/cu in),,11.8 l/100 km,,,Combined cycle with HELE system (ECE+EUDC),1340 kg (2954 lbf),1445 kg (3185 lbf),,94 x 81 mm (3.7 x 3.2 in),,,,,,,,,,,,1’23’’5,,,,,,,,,,,,,,,,,,,Stability control,,F1 traction control,Third generation electronic differential,,,,,,,,,,,,,,,,9000 rpm,,,,High performance anti-lock braking system/electronic brake force,Side slip angle control,Magnetorheological suspension control with frequency analysis system and twin solenoids,10.8 sec,19.6 sec,31 m (101.7 ft),122 m (400.3),275 gr/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXX K,2014,FXX-K is Ferrari’s research and development programme centring around a laboratory car based on Maranello’s first hybrid. The K in the new car’s moniker is a reference to the KERS kinetic energy recovery system used to maximise performance on the track.,,,6262 cm3 (382 cu in),,,,,,,,,,,,,,,,,,,65-deg. V12,4896 mm,2051 mm,1116 mm,2650 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 cv/l,,,,398 x 223 x 36 mm,380 x 253 x 34 mm,,,,,,,,with dynamic ram effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94 x 75.2 mm (3.7 x 2.9 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250 rpm,stability control,,,third generation electronic differential,,,,1050 cv,>900 Nm (664 ft lb),860 hp @9200 rpm,750 Nm @ 6500 rpm (553 ft lb),140 Kw (190 cv),,,,Performance anti blockage system/electronic brake balance,F1 electronic traction control integrated with the hybrid system,magnetorheological damping with twin solenoids (Al-Ni tube),active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrari California T,2014,"The California T epitomises the sublime elegance, sportiness, versatility and exclusivity that have distinguished every California model since the 1950s.",,,235.25 cu in,9.4:1,,,,,,,,,,,,,,,,,,"F1, dual clutch 7 gears + Reverse",179.9 in,75.2 in,52.0 in,105.1 in,64.2 in,63.2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12 cu ft, 8.5 cu ft (roof closed)",20.6 US gal / 17.3 UK gal,47% front - 53% rear,29.4 cu in,,,,,Double wishbone,Multilink,196 mph,3.6 s,,,,,,With 98 octane fuel,With lightweight optional equipment,,412 kW (560 cv) @ 7500 rpm,,,,11.2 s,,,,,,8.69 lb/kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5 l/100 km,,,Combined cycle (ECE+EUDC) with HELE system,,,,3.41 in x 3.23 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g/km,755 Nm (557 lbft) @ 4750 rpm in VII gear,3582 lb,3813 lb,"245/35 ZR 20""","285/35 ZR 20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
